name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
JM convenience selector 3bp	1	100	1	0	1			1	1		0	1	1	0	3bp	rsc	jm_selector_3bp	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3c2	1	100	1	0	1			1	1		0	1	1	0	3c2	rsc	jm_selector_3c2	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3c5	1	100	1	0	1			1	1		0	1	1	0	3c5	rsc	jm_selector_3c5	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cb	1	100	1	0	1			1	1		0	1	1	0	3cb	rsc	jm_selector_3cb	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cd	1	100	1	0	1			1	1		0	1	1	0	3cd	rsc	jm_selector_3cd	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ch	1	100	1	0	1			1	1		0	1	1	0	3ch	rsc	jm_selector_3ch	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ci	1	100	1	0	1			1	1		0	1	1	0	3ci	rsc	jm_selector_3ci	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cp	1	100	1	0	1			1	1		0	1	1	0	3cp	rsc	jm_selector_3cp	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cq	1	100	1	0	1			1	1		0	1	1	0	3cq	rsc	jm_selector_3cq	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ct	1	100	1	0	1			1	1		0	1	1	0	3ct	rsc	jm_selector_3ct	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cv	1	100	1	0	1			1	1		0	1	1	0	3cv	rsc	jm_selector_3cv	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3d0	1	100	1	0	1			1	1		0	1	1	0	3d0	rsc	jm_selector_3d0	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3d9	1	100	1	0	1			1	1		0	1	1	0	3d9	rsc	jm_selector_3d9	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3da	1	100	1	0	1			1	1		0	1	1	0	3da	rsc	jm_selector_3da	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3de	1	100	1	0	1			1	1		0	1	1	0	3de	rsc	jm_selector_3de	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dg	1	100	1	0	1			1	1		0	1	1	0	3dg	rsc	jm_selector_3dg	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dk	1	100	1	0	1			1	1		0	1	1	0	3dk	rsc	jm_selector_3dk	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dy	1	100	1	0	1			1	1		0	1	1	0	3dy	rsc	jm_selector_3dy	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3e0	1	100	1	0	1			1	1		0	1	1	0	3e0	rsc	jm_selector_3e0	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38d	1	100	1	0	1			1	1		0	1	1	0	38d	rsc	jm_selector_38d	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38i	1	100	1	0	1			1	1		0	1	1	0	38i	rsc	jm_selector_38i	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38s	1	100	1	0	1			1	1		0	1	1	0	38s	rsc	jm_selector_38s	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38u	1	100	1	0	1			1	1		0	1	1	0	38u	rsc	jm_selector_38u	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 393	1	100	1	0	1			1	1		0	1	1	0	393	rsc	jm_selector_393	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 395	1	100	1	0	1			1	1		0	1	1	0	395	rsc	jm_selector_395	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39a	1	100	1	0	1			1	1		0	1	1	0	39a	rsc	jm_selector_39a	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39f	1	100	1	0	1			1	1		0	1	1	0	39f	rsc	jm_selector_39f	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39g	1	100	1	0	1			1	1		0	1	1	0	39g	rsc	jm_selector_39g	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39h	1	100	1	0	1			1	1		0	1	1	0	39h	rsc	jm_selector_39h	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39n	1	100	1	0	1			1	1		0	1	1	0	39n	rsc	jm_selector_39n	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39q	1	100	1	0	1			1	1		0	1	1	0	39q	rsc	jm_selector_39q	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39w	1	100	1	0	1			1	1		0	1	1	0	39w	rsc	jm_selector_39w	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3a8	1	100	1	0	1			1	1		0	1	1	0	3a8	rsc	jm_selector_3a8	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ae	1	100	1	0	1			1	1		0	1	1	0	3ae	rsc	jm_selector_3ae	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ai	1	100	1	0	1			1	1		0	1	1	0	3ai	rsc	jm_selector_3ai	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ak	1	100	1	0	1			1	1		0	1	1	0	3ak	rsc	jm_selector_3ak	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3an	1	100	1	0	1			1	1		0	1	1	0	3an	rsc	jm_selector_3an	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3b1	1	100	1	0	1			1	1		0	1	1	0	3b1	rsc	jm_selector_3b1	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3b5	1	100	1	0	1			1	1		0	1	1	0	3b5	rsc	jm_selector_3b5	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bo	1	100	1	0	1			1	1		0	1	1	0	3bo	rsc	jm_selector_3bo	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cm	1	100	1	0	1			1	1		0	1	1	0	3cm	rsc	jm_selector_3cm	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cw	1	100	1	0	1			1	1		0	1	1	0	3cw	rsc	jm_selector_3cw	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3d1	1	100	1	0	1			1	1		0	1	1	0	3d1	rsc	jm_selector_3d1	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3d7	1	100	1	0	1			1	1		0	1	1	0	3d7	rsc	jm_selector_3d7	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3df	1	100	1	0	1			1	1		0	1	1	0	3df	rsc	jm_selector_3df	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dv	1	100	1	0	1			1	1		0	1	1	0	3dv	rsc	jm_selector_3dv	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dx	1	100	1	0	1			1	1		0	1	1	0	3dx	rsc	jm_selector_3dx	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 383	1	100	1	0	1			1	1		0	1	1	0	383	rsc	jm_selector_383	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 389	1	100	1	0	1			1	1		0	1	1	0	389	rsc	jm_selector_389	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38h	1	100	1	0	1			1	1		0	1	1	0	38h	rsc	jm_selector_38h	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38n	1	100	1	0	1			1	1		0	1	1	0	38n	rsc	jm_selector_38n	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38t	1	100	1	0	1			1	1		0	1	1	0	38t	rsc	jm_selector_38t	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 390	1	100	1	0	1			1	1		0	1	1	0	390	rsc	jm_selector_390	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39o	1	100	1	0	1			1	1		0	1	1	0	39o	rsc	jm_selector_39o	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39y	1	100	1	0	1			1	1		0	1	1	0	39y	rsc	jm_selector_39y	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ah	1	100	1	0	1			1	1		0	1	1	0	3ah	rsc	jm_selector_3ah	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ao	1	100	1	0	1			1	1		0	1	1	0	3ao	rsc	jm_selector_3ao	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3at	1	100	1	0	1			1	1		0	1	1	0	3at	rsc	jm_selector_3at	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3b6	1	100	1	0	1			1	1		0	1	1	0	3b6	rsc	jm_selector_3b6	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3b9	1	100	1	0	1			1	1		0	1	1	0	3b9	rsc	jm_selector_3b9	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bc	1	100	1	0	1			1	1		0	1	1	0	3bc	rsc	jm_selector_3bc	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bm	1	100	1	0	1			1	1		0	1	1	0	3bm	rsc	jm_selector_3bm	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bv	1	100	1	0	1			1	1		0	1	1	0	3bv	rsc	jm_selector_3bv	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3c4	1	100	1	0	1			1	1		0	1	1	0	3c4	rsc	jm_selector_3c4	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cf	1	100	1	0	1			1	1		0	1	1	0	3cf	rsc	jm_selector_3cf	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cs	1	100	1	0	1			1	1		0	1	1	0	3cs	rsc	jm_selector_3cs	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3d4	1	100	1	0	1			1	1		0	1	1	0	3d4	rsc	jm_selector_3d4	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3d6	1	100	1	0	1			1	1		0	1	1	0	3d6	rsc	jm_selector_3d6	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dj	1	100	1	0	1			1	1		0	1	1	0	3dj	rsc	jm_selector_3dj	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dm	1	100	1	0	1			1	1		0	1	1	0	3dm	rsc	jm_selector_3dm	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dw	1	100	1	0	1			1	1		0	1	1	0	3dw	rsc	jm_selector_3dw	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38l	1	100	1	0	1			1	1		0	1	1	0	38l	rsc	jm_selector_38l	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38y	1	100	1	0	1			1	1		0	1	1	0	38y	rsc	jm_selector_38y	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 397	1	100	1	0	1			1	1		0	1	1	0	397	rsc	jm_selector_397	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39j	1	100	1	0	1			1	1		0	1	1	0	39j	rsc	jm_selector_39j	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39t	1	100	1	0	1			1	1		0	1	1	0	39t	rsc	jm_selector_39t	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ac	1	100	1	0	1			1	1		0	1	1	0	3ac	rsc	jm_selector_3ac	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
